timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,model_version
2025-02-27T10:50:20,codecarbon,cd8cf35a-bafe-44d1-933e-6b563a348d0c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12287.956344367936,0.21961461757741388,1.7872346826661057e-05,42.5,183.40103182049944,94.34470081329346,0.14497745433383238,1.6195452042462648,0.32181933791832995,2.0863419964984264,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,2a7e8e8ccfb65964faba9dbf8f7b8b2e5065e1bd
2025-03-07T18:34:32,codecarbon,0d870122-7bf3-4a74-9532-05a1c879af32,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21096.269472956657,0.369204716185761,1.7500948054301502e-05,42.5,181.08759584722017,94.34470081329346,0.24886044327972778,2.706183070500259,0.5524065511598465,3.507450064939827,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,ac0ee23359b54fc18151f52fa65e4d7b264c8f4b
2025-03-14T12:42:46,codecarbon,155afa1a-97f1-41b9-834b-e3a9ff189994,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22661.234677460045,0.3979547794867827,1.756103694926242e-05,42.5,183.48305247285356,94.34470081329346,0.2672951037521426,2.919957371797352,0.5933236004390493,3.780576075988549,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,122bcbfb999cccd6ae20f1edffb8ff2caebb7d81
2025-03-20T13:21:43,codecarbon,dd013514-38bf-4af2-95c1-8ea1bb48f668,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22678.657158810645,0.39802804660826774,1.7550776654059258e-05,42.5,186.2722255320865,94.34470081329346,0.26752504179716097,2.9199066595344902,0.5938404133550726,3.781272114686715,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,c23c7504c95bae1884b59c299a7930ba461c271e
2025-04-04T11:15:16,codecarbon,444803ec-c9b0-400e-aeaf-53be6a2fa5e6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21771.339703876525,0.3901343951688573,1.791963197833854e-05,42.5,182.52661961740924,94.34470081329346,0.25685810986615504,2.879254088679204,0.5701701149822527,3.7062823135276144,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,cae98c27228684807195e79b9955ee72c6767ea9
2025-04-17T20:43:34,codecarbon,b3b235ad-c7c2-4aae-9bf8-6f06a3844b82,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21964.696577124298,0.3937361711972296,1.7925864343935274e-05,42.5,181.96671727190795,94.34470081329346,0.25912773687640994,2.9061641099294206,0.5752073903167013,3.7404992371225365,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,a69710f852a20f57f4351cf580b7de77bc9c02c4
2025-04-30T12:03:15,codecarbon,d4239479-931a-44ec-b579-857001bd3485,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22291.09947314672,0.3980622433512762,1.785745220108175e-05,42.5,350.6976920332212,94.34470081329346,0.26297261152170354,2.9348807245693536,0.5837436481415417,3.7815969842326003,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,b780fb37fdae6c1c473d4f487935e28ad0a868d0
2025-05-05T13:04:52,codecarbon,4e93da60-c02f-48cb-81ee-52aeae364584,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22289.27175961435,0.39885643060794007,1.7894547426651375e-05,42.5,330.69648896037273,94.34470081329346,0.2629468895621533,2.942507891504448,0.5836869934214994,3.789141774488092,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-48-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58586883544922,machine,N,1.0,eabe176c2740600fdfd05a07459785b5caffc3c2
2025-05-23T14:06:40,codecarbon,502c031d-5242-4691-b790-8ba670fb6f5f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22568.717941163108,0.4037375703996053,1.788925589181244e-05,42.5,226.35816568313916,94.34468364715576,0.2662543288831904,2.9782288748034134,0.5910294683786624,3.8355126720652577,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,64fb2f1a38846c0ff767ca941223bea56a620975
2025-05-26T19:05:42,codecarbon,e7543fb4-360a-4000-962e-4799d2abaf96,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23156.837513568928,0.4180810014444384,1.8054322020416673e-05,42.5,297.7508283866558,94.34468364715576,0.2732017867674655,3.092122704807295,0.6064509798106038,3.9717754713853712,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,e9731628fb2a4e82cb1bdba84f26c765e8965631
